总体 很 喜欢 索菲特 本来 不想 住 索菲特 藏 独 事件 客人 喜欢 总体 感觉 不错	p
住 感觉 去 张江 公司 近 打车 方便 房间 环境 个人感觉 不错 要求 高 路 对面 小店 吃吃饭 总体 感觉 不错	p
价位 高 之外 没得说 房间内 纯水 系统 彰显 人性化	p
总体 感觉 充其量 四星 根本 达 不到 五星 二楼 西餐厅 饭菜 实在 做 不敢恭维 根本 西餐 口味 有待 提高 品种 少 环境 有点 乱哄哄 唯一 优势 可能 便宜	p
安亭 路 很小 马路 酒店 算是 闹中取静 花园 洋房 特色	p
二王 庙 宾馆 有个 新 发现 都江堰 景区 二王 庙 景点 相通 二王 庙 宾馆 出来 向前走 看到 都江堰 入 门口 买 门票 进入 景区 景区 下 游玩 都江堰 正 大门 正好 山下 都江堰市 区 游玩 行 想 去 都江堰 玩 景区 住 二王 庙 宾馆 方便 宾馆 内部 环境 很 幽雅 绿树 成林 早晨 鸟叫 听 起来 象 男人 练嗓子 很 好玩	p
大堂 没有 酒店 华丽 房间 不错 交通 便利	p
很好 酒店 我司 尊贵 客户 预订 周末 入住 行政 楼层 楼 行政 楼层 落地 窗户 朝南 房间 视野 好 俯瞰 延安 西路 高架 顶层 高架 隔音 好 硬件 设施 好 符合 四星级 标准 美中不足 行政 楼层 房间 狭小 空间 略显 不足 隔音 不是 好 入住 客户 严重 失眠 门外 脚步声 喧哗声 惊醒 有待 改进 值得 推荐 入住	p
地点 好 新天地 酒吧街 恒隆 广场 打车 前台 招待 态度 还好 大堂 很漂亮 房间 里 送 水果 小吃 免费 停车 不足 地方 房间 不是 很大 窗户 对面 小学 没什么 风景 可言 A座 装修 原因 包括 花园 围 起来 根本 看不到 携程 照片 上 大房子 酒店 大堂 小 儿 有失 别墅 气派 希望 以后 会 漂亮起来	p
地理环境 不错 对面 盖楼 门前 街道 打车 方便	p
房间 宽敞 服务 退房 较慢 早餐 二楼 中餐厅 贵 离谱 靠近 房间 会 受到 下面 保龄球 震动 声 像是 打雷 总得来说 天津 价位 带 早餐 宽带 酒店 酒店 算是 物美价廉 酒店 推荐 住	p
房间 很 干净 早餐 很 丰盛 门童 好 订 以后 会 住	p
国际 五星级 酒店 情侣 档 专业 酒店 评价 TT 提 本来 没有 订 峨眉山 大酒店 是从 峨眉山 颐 温泉 度假 大饭店 逃 过来 酒店 地理位置 分 峨眉山 山脚 旁 客运 中心 赞 地理位置 峨眉山 上 冰天雪地 下来 热水澡 值得 推荐 酒店 环境 分 满 标准 星级 酒店 酒店 里 远眺 峨眉山 酒店 环境 不错 酒店客房 分 酒店设施 陈旧 开业 久 总体 算 不错 酒店 服务 分 进门 有人 拉门 前台 态度 不错 办 check out 信用卡 预 授权 撤销 做成 消费 取消 导致 成功 基本功 培训 免费 早餐 分 宴会厅 内用 早餐 总体 比天颐 好 表现 中规中矩 四星级 酒店 酒店 稍嫌 陈旧 酒店 基本 标准间 大 床房 上 体现 出来 价格 相比 性价比 不错	p
电话 预定 春节 初一 初四 入住 标准 房 含 早 初一 晚 宾馆 房间 满 免费 升级 商务 房 房间 干净 地铁站 近 车 西单 民航 大巴车 站 酒店 打车 ikea 不到 小时 现在 酒店 房价 上调 价格 合适 值得 选择	p
位置 挺远 市区 早餐 选择 余地 小房间 好 大 感觉 很 舒服	p
很 不错 环境 好 早餐 好 竞争力 过年 综合 四星级 酒店 早餐 他家 最好	p
环境 不错 室内 色调 很 温馨 MM 满意 窗户 收拾 马虎 拉开 窗帘 觉得 很 凌乱 感觉 不足 地方 淋浴 地方 太小 洗澡时 水 时 大 时 小 中间 停	p
够 星 泳池 屁股 大 点儿 水 清 宽带 慢 牛 早餐 质量 高	p
帮 同事 订过 很 酒店 位置 好 很 方便 房间 不错	p
这家 YMCA 好 主动 帮 升级 房间 住 棒 舒适 地点 方便 服务 好 号称 香港 物美 价 优 第一流 YMCA 值得 大家 推荐	p
不错 酒店 实惠 符合 合适 市场 定位 石家庄 里 方便	p
总 感觉 很 不错 客房 楼层 高 看 窗外 没什么 好看 呵呵 服务 好 随叫随到 入住 服务员 问 是不是 打扫 房间 温馨 需要 服务 客房部 会 帮 不行 电话费 太贵 每分钟 太贵 中央空调 问题 白天 好 制冷 效果 很好 晚上 深夜 会 停 害得 热醒 汗 希望 酒店 考虑 每个 客人 习惯 问题 如有 新 启动 空调 加水 最好 选择 中午 午饭时间 晚饭时间 人 少 晚上 千万别 关 每个 人 睡眠 习惯 舒适 会 醒 希望 改正	p
