great	231.71398150750946
excellent	158.16266709503793
informative	101.65552529324071
wonderful	87.25853292252845
captivating	63.568191753130506
beginner	56.07560559999008
enjoyable	53.29641631895071
favorite	52.44758484730521
fascinating	49.40482372814991
easy	47.30969232458755
fantastic	46.31425560547133
interested	44.17516124434739
entertaining	38.890955478505134
funny	38.55551627765523
literary	33.18286902890666
concise	31.44173561293408
hooked	27.618049438220694
exciting	27.24184007587087
imaginative	27.156744036245005
amazing	25.691756279409418
awesome	25.437436219969932
new	24.903787326618215
dimensional	23.771671417246825
invaluable	23.656335119061442
readable	20.25151955932414
herbal	20.013264875017885
good	19.927356746453345
comprehensive	17.566027511005828
detailed	16.8344069498271
intermediate	16.27615265710832
handy	16.014567049203805
witty	15.387060214816811
simple	15.280981884922303
linear	15.12163391924367
superb	14.833362463019814
fun	14.582608429804285
beautiful	13.788871430138203
delightful	13.50641711510535
timeless	12.578066058343108
real	11.746033306607943
best	11.717114708691273
valuable	11.240775380488042
deftly	11.1149808452528
insightful	11.105094642821353
humorous	10.864892901770638
main	10.762780690767542
wonderfully	10.746223554945441
basic	10.741678186949029
terrific	10.64589112761892
compelling	10.622106020343722
vivid	10.360514820362805
poetic	10.31026395257556
aloud	10.152288622121146
perfect	9.736309015549736
enlightening	9.114697367610571
scholarly	9.10991804029193
thorough	8.990031953887978
believable	8.929530987563247
thanks	8.781701949308136
useful	8.764406063335365
cool	8.328592262161866
descriptive	8.30882501406355
technical	8.257245964883836
incredible	8.143473447208065
awsome	8.102139204890292
introductory	7.768753146391218
practical	7.71104644270628
interesting	7.561437731040278
modern	7.2694686406318665
inspirational	7.158590584032062
arthurian	7.030310593471298
young	6.986585638370533
important	6.952315285867731
poignant	6.783887415940224
brilliant	6.675512248267895
engrossing	6.6478853076621025
unforgettable	6.481268947315412
impressed	5.98113313221011
enthralling	5.5251961574528705
wow	5.3655545723308995
worth	5.294931855297007
memorable	5.251320784633027
devotional	5.226924368997218
bravo	4.958295309295702
resourceful	4.885285299552625
elegant	4.547673638882348
romantic	4.536629442383555
contemporary	4.3763778193674225
outstanding	4.335232213503925
available	4.2945987465967
personal	4.175032356028546
intriguing	4.174006465285301
heartwarming	4.092350312322097
original	4.040955166199374
extensive	3.996176647262468
favourite	3.9183090700726524
nicely	3.8882852151008036
sure	3.8443680553603543
riveting	3.823946220462334
beautifully	3.81368338637905
realistic	3.811970645589752
comic	3.8092515240393894
funniest	3.7944025304827287
marvelous	3.7754436681713526
big	3.7585953824681098
gritty	3.7243619884194707
better	3.68880093510479
exotic	3.630948205486533
lucid	3.6112631713035435
mysterious	3.5129086785017942
famous	3.4975470780968445
avid	3.4857639506500555
supernatural	3.338870367060245
pleased	3.2791968911780556
fine	3.1531293896290546
suspenseful	3.1457261379823804
classic	3.145197388987599
profound	3.1434250989853685
charming	3.117458461200068
intense	2.848344614715374
unique	2.7912352612638904
easily	2.721815673392773
engaging	2.7216082222431064
true	2.6946520591528165
polish	2.6724123280711085
sentimental	2.6597575184295845
enchanting	2.6570200391018965
exquisite	2.6515235257717396
interactive	2.6040444357470425
finest	2.552356779119637
uplifting	2.529920631823014
touching	2.5261058474760945
humorously	2.4212427874992692
gentle	2.415514495152697
rollicking	2.3990953385591887
compassionately	2.36442240484574
upbeat	2.3411453136391795
spiritual	2.2750653869768125
pleasurable	2.246572175317643
gorgeous	2.1992080639321405
hilarious	2.1374743118393367
accurate	2.117985147100801
logical	2.1052783927944683
